date,close,value
2000-01-04,1399.42,-3.8344717637195713
2000-01-05,1402.11,0.19222249217532017
2000-01-06,1403.45,0.09557024769812905
2000-01-07,1441.47,2.7090384409847124
2000-01-10,1457.6,1.1189965798802604
2000-01-11,1438.56,-1.3062568605927583
2000-01-12,1432.25,-0.438633077521966
2000-01-13,1449.68,1.2169663117472584
2000-01-14,1465.15,1.0671320567297693
2000-01-18,1455.14,-0.6832064976282304
2000-01-19,1455.9,0.052228651538688275
2000-01-20,1445.57,-0.7095267532110872
2000-01-21,1441.36,-0.291234599500545
2000-01-24,1401.53,-2.7633623799744655
2000-01-25,1410.03,0.606480061076109
2000-01-26,1404.09,-0.42126763260356137
2000-01-27,1398.56,-0.3938493971184176
2000-01-28,1360.16,-2.7456812721656454
2000-01-31,1394.46,2.5217621456299133
2000-02-01,1409.28,1.0627769889419492
2000-02-02,1409.12,-0.011353315168038947
2000-02-03,1424.97,1.124815487680264
2000-02-04,1424.37,-0.0421061496031605
2000-02-07,1424.24,-0.00912684204243952
2000-02-08,1441.72,1.227321237993606
2000-02-09,1411.7,-2.0822351080653667
2000-02-10,1416.83,0.36339165545087315
2000-02-11,1387.12,-2.0969347063515054
2000-02-14,1389.94,0.20329892150643403
2000-02-15,1402.05,0.8712606299552395
2000-02-16,1387.67,-1.025641025641022
2000-02-17,1388.26,0.04251731319404595
2000-02-18,1346.09,-3.0376154322677373
2000-02-22,1352.17,0.4516785653262634
2000-02-23,1360.69,0.6300982864580584
2000-02-24,1353.43,-0.5335528298142878
2000-02-25,1333.36,-1.4828990047509039
2000-02-28,1348.05,1.101727965440702
2000-02-29,1366.42,1.3627090983272305
2000-03-01,1379.19,0.9345589203905158
2000-03-02,1381.76,0.18634125827476922
2000-03-03,1409.17,1.9837019453450733
2000-03-06,1391.28,-1.269541645081862
2000-03-07,1355.62,-2.563107354378713
2000-03-08,1366.7,0.817338192118755
2000-03-09,1401.69,2.5601814589887972
2000-03-10,1395.07,-0.472287024948459
2000-03-13,1383.62,-0.820747346011319
2000-03-14,1359.15,-1.7685491681241783
2000-03-15,1392.15,2.4279880807857923
2000-03-16,1458.47,4.763854469705131
2000-03-17,1464.47,0.4113900183068564
2000-03-20,1456.63,-0.5353472587352415
2000-03-21,1493.87,2.55658609255609
2000-03-22,1500.64,0.4531853508002781
2000-03-23,1527.35,1.7799072395777715
2000-03-24,1527.46,0.0072020165646558
2000-03-27,1523.86,-0.23568538619670454
2000-03-28,1507.73,-1.0584961873137844
2000-03-29,1508.52,0.05239664926743881
2000-03-30,1487.92,-1.3655768567867765
2000-03-31,1498.58,0.7164363675466356
2000-04-03,1505.97,0.4931334997130721
2000-04-04,1494.73,-0.746362809352108
2000-04-05,1487.37,-0.4923966201253793
2000-04-06,1501.34,0.9392417488587324
2000-04-07,1516.35,0.9997735356414905
2000-04-10,1504.46,-0.7841197612688311
2000-04-11,1500.59,-0.2572351541416884
2000-04-12,1467.17,-2.2271239978941537
2000-04-13,1440.51,-1.8171036757839931
2000-04-14,1356.56,-5.827797099638321
2000-04-17,1401.44,3.308368225511593
2000-04-18,1441.61,2.866337481447645
2000-04-19,1427.47,-0.9808478021101297
2000-04-20,1434.54,0.4952818623158439
2000-04-24,1429.86,-0.32623698188967154
2000-04-25,1477.44,3.3275985061474556
2000-04-26,1460.99,-1.1134123889971925
2000-04-27,1464.92,0.2689956810108196
2000-04-28,1452.43,-0.8526062856674788
2000-05-01,1468.25,1.0892091185117359
2000-05-02,1446.29,-1.4956580963732313
2000-05-03,1415.1,-2.156552282045787
2000-05-04,1409.57,-0.39078510352624773
2000-05-05,1432.63,1.6359599026653626
2000-05-08,1424.17,-0.5905223260716297
2000-05-09,1412.14,-0.844702528490282
2000-05-10,1383.05,-2.059994051581293
2000-05-11,1407.81,1.7902461950037862
2000-05-12,1420.96,0.9340749106768742
2000-05-15,1452.36,2.2097736741357954
2000-05-16,1466.04,0.9419152276295195
2000-05-17,1447.8,-1.244167962674958
2000-05-18,1437.21,-0.7314546208039729
2000-05-19,1406.95,-2.1054682335914676
2000-05-22,1400.72,-0.44280180532357827
2000-05-23,1373.86,-1.917585241875619
2000-05-24,1399.05,1.8335201548920654
