Date,Close,Change
2000-01-31,1394.46,
2000-02-29,1366.42,-2.0108142219927405
2000-03-31,1498.58,9.671989578606865
2000-04-30,1452.43,-3.0795820042973876
2000-05-31,1420.6,-2.191499762467053
2000-06-30,1454.6,2.3933549204561366
2000-07-31,1430.83,-1.6341262202667406
2000-08-31,1517.68,6.069903482594019
2000-09-30,1436.51,-5.348294765695016
2000-10-31,1429.4,-0.494949565265812
2000-11-30,1314.95,-8.00685602350637
2000-12-31,1320.28,0.4053386060306474
2001-01-31,1366.01,3.4636592238010078
2001-02-28,1239.94,-9.229068601254742
2001-03-31,1160.33,-6.420471958320572
2001-04-30,1249.46,7.681435453707142
2001-05-31,1255.82,0.5090198965953308
2001-06-30,1224.42,-2.5003583316080213
2001-07-31,1211.23,-1.0772447362833004
2001-08-31,1133.59,-6.4100129620303425
2001-09-30,1040.94,-8.173149022133208
2001-10-31,1059.78,1.809902588045409
2001-11-30,1139.45,7.517597992036085
2001-12-31,1148.08,0.7573829479134542
2002-01-31,1130.2,-1.5573827607832103
2002-02-28,1106.73,-2.0766236064413413
2002-03-31,1147.39,3.673886133022508
2002-04-30,1076.92,-6.141765223681572
2002-05-31,1067.14,-0.9081454518441445
2002-06-30,989.81,-7.24647187810411
2002-07-31,911.62,-7.899495862842354
2002-08-31,916.07,0.4881419889866345
2002-09-30,815.28,-11.002434311788411
2002-10-31,885.76,8.644882739672255
2002-11-30,936.31,5.706963511560681
2002-12-31,879.82,-6.033258215761861
2003-01-31,855.7,-2.7414698461048825
2003-02-28,841.15,-1.7003622764987791
2003-03-31,848.18,0.8357605658919409
2003-04-30,916.92,8.104411799382216
2003-05-31,963.59,5.0898660733760925
2003-06-30,974.5,1.1322242862628284
2003-07-31,990.31,1.6223704463827593
2003-08-31,1008.01,1.787319122295039
2003-09-30,995.97,-1.1944325949147294
2003-10-31,1050.71,5.4961494824141255
2003-11-30,1058.2,0.7128513100665312
2003-12-31,1111.92,5.076545076545069
2004-01-31,1131.13,1.7276422764227695
2004-02-29,1144.94,1.2209029908144986
2004-03-31,1126.21,-1.6358935839432598
2004-04-30,1107.3,-1.6790829419024988
2004-05-31,1120.68,1.2083446220536587
2004-06-30,1140.84,1.7989078059749364
2004-07-31,1101.72,-3.4290522772693732
2004-08-31,1104.24,0.22873325345822426
2004-09-30,1114.58,0.9363906397160005
2004-10-31,1130.2,1.401424751924507
2004-11-30,1173.82,3.859493894885846
2004-12-31,1211.92,3.2458128162750732
2005-01-31,1181.27,-2.5290448214403627
2005-02-28,1203.6,1.8903383646414307
2005-03-31,1180.59,-1.9117647058823573
2005-04-30,1156.85,-2.010858977291019
2005-05-31,1191.5,2.9952024895189666
2005-06-30,1191.33,-0.014267729752415192
2005-07-31,1234.18,3.5968203604375137
2005-08-31,1220.33,-1.122202596055688
2005-09-30,1228.81,0.6948940040808704
2005-10-31,1207.01,-1.7740741042146402
2005-11-30,1249.48,3.518612107604735
2005-12-31,1248.29,-0.09523961968179728
2006-01-31,1280.08,2.546683863525301
2006-02-28,1280.66,0.04530966814575432
2006-03-31,1294.83,1.1064607311854768
2006-04-30,1310.61,1.2186928013716125
2006-05-31,1270.09,-3.091690129023883
2006-06-30,1270.2,0.008660803565119224
2006-07-31,1276.66,0.5085813257754701
2006-08-31,1303.82,2.1274262528785837
2006-09-30,1335.85,2.456627448574178
2006-10-31,1377.94,3.1508028596025195
2006-11-30,1400.63,1.6466609576614388
2006-12-31,1418.3,1.2615751483260995
2007-01-31,1438.24,1.405908481985474
2007-02-28,1406.82,-2.1846145288686225
2007-03-31,1420.86,0.9979954791657697
2007-04-30,1482.37,4.32906831074138
2007-05-31,1530.62,3.2549228600146973
2007-06-30,1503.35,-1.7816309730697366
2007-07-31,1455.27,-3.19819070742009
2007-08-31,1473.99,1.2863592323073991
2007-09-30,1526.75,3.579400131615551
2007-10-31,1549.38,1.4822335025380884
2007-11-30,1481.14,-4.404342382114135
2007-12-31,1468.36,-0.8628488866683881
2008-01-31,1378.55,-6.116347489716412
2008-02-29,1330.63,-3.4761162090602316
2008-03-31,1322.7,-0.5959583054643391
2008-04-30,1385.59,4.754668481137059
2008-05-31,1400.38,1.0674153248796614
2008-06-30,1280.0,-8.59623816392694
2008-07-31,1267.38,-0.9859374999999893
2008-08-31,1282.83,1.2190503242910378
2008-09-30,1166.36,-9.079145327128302
2008-10-31,968.75,-16.942453444905514
2008-11-30,896.24,-7.48490322580645
2008-12-31,903.25,0.7821565652057494
2009-01-31,825.88,-8.56573484638804
2009-02-28,735.09,-10.993122487528451
2009-03-31,797.87,8.54045082915016
2009-04-30,872.81,9.392507551355479
2009-05-31,919.14,5.308142665643167
2009-06-30,919.32,0.019583523728705643
2009-07-31,987.48,7.414175695078962
2009-08-31,1020.62,3.356017337059991
2009-09-30,1057.08,3.5723383825517763
2009-10-31,1036.19,-1.9761985847807084
2009-11-30,1095.63,5.736399695036631
2009-12-31,1115.1,1.7770597738287375
2010-01-31,1073.87,-3.6974262397991176
2010-02-28,1104.49,2.851369346382726
2010-03-31,1169.43,5.879636755425577
2010-04-30,1186.69,1.4759327193589966
2010-05-31,1089.41,-8.197591620389488
2010-06-30,1030.71,-5.388237669931439
2010-07-31,1101.6,6.877783275606131
2010-08-31,1049.33,-4.74491648511256
2010-09-30,1141.2,8.755110403781474
2010-10-31,1183.26,3.6855941114616098
2010-11-30,1180.55,-0.22902827780877377
2010-12-31,1257.64,6.530007200033894
2011-01-31,1286.12,2.264559015298473
2011-02-28,1327.22,3.1956582589494076
2011-03-31,1325.83,-0.10473018791158362
2011-04-30,1363.61,2.8495357625034856
2011-05-31,1345.2,-1.350092768460176
2011-06-30,1320.64,-1.8257508177222714
2011-07-31,1292.28,-2.147443663678228
2011-08-31,1218.89,-5.679109790447878
2011-09-30,1131.42,-7.176201297902196
2011-10-31,1253.3,10.772303830584562
2011-11-30,1246.96,-0.5058645176733378
2011-12-31,1257.6,0.8532751652017501
2012-01-31,1312.41,4.358301526717567
2012-02-29,1365.68,4.058944994323421
2012-03-31,1408.47,3.133237654501775
2012-04-30,1397.91,-0.7497497284287169
2012-05-31,1310.33,-6.265067135938662
2012-06-30,1362.16,3.9554921279372435
2012-07-31,1379.32,1.2597639043871345
2012-08-31,1406.58,1.9763361656468303
2012-09-30,1440.67,2.423609037523655
2012-10-31,1412.16,-1.978940354140779
2012-11-30,1416.18,0.28467029231815655
2012-12-31,1426.19,0.7068310525498056
2013-01-31,1498.11,5.0428063581991145
2013-02-28,1514.68,1.1060603026480154
2013-03-31,1569.19,3.5987799403174314
2013-04-30,1597.57,1.808576399288797
2013-05-31,1630.74,2.0762783477406455
2013-06-30,1606.28,-1.499932545960736
2013-07-31,1685.73,4.94621112134872
2013-08-31,1632.97,-3.12980133236046
2013-09-30,1681.55,2.9749474883188354
2013-10-31,1756.54,4.459575986441089
2013-11-30,1805.81,2.804946087194149
2013-12-31,1848.36,2.3562833299184183
2014-01-31,1782.59,-3.5582895107013734
2014-02-28,1859.45,4.3117037568930705
2014-03-31,1872.34,0.6932157358358504
2014-04-30,1883.95,0.6200796863817581
2014-05-31,1923.57,2.1030282120013677
2014-06-30,1960.23,1.9058313448431896
2014-07-31,1930.67,-1.5079863077291922
2014-08-31,2003.37,3.765532172769026
2014-09-30,1972.29,-1.5513859147336717
2014-10-31,2018.05,2.3201456175308888
2014-11-30,2067.56,2.4533584400783015
2014-12-31,2058.9,-0.4188512062527794
2015-01-31,1994.99,-3.1040847054252363
2015-02-28,2104.5,5.4892505726845675
2015-03-31,2067.89,-1.7396056070325572
2015-04-30,2085.51,0.8520762709815388
2015-05-31,2107.39,1.0491438545008114
2015-06-30,2063.11,-2.10117728564716
2015-07-31,2103.84,1.974203993000856
2015-08-31,1972.18,-6.258080462392579
2015-09-30,1920.03,-2.6442819620927094
2015-10-31,2079.36,8.298307838940033
2015-11-30,2080.41,0.05049630655584725
2015-12-31,2043.94,-1.7530198374358763
2016-01-31,1940.24,-5.073534448173622
2016-02-29,1932.23,-0.41283552550199776
2016-03-31,2059.74,6.599110871894109
2016-04-30,2065.3,0.269936982337593
2016-05-31,2096.96,1.532949208347456
2016-06-30,2098.86,0.09060735540973308
2016-07-31,2173.6,3.5609807228685897
2016-08-31,2170.95,-0.12191755612808164
2016-09-30,2168.27,-0.12344825997834263
2016-10-31,2126.15,-1.942562503747225
2016-11-30,2198.81,3.4174446769983158
2016-12-31,2238.83,1.8200754044233047
2017-01-31,2278.87,1.7884341374735824
2017-02-28,2363.64,3.7198260541408734
2017-03-31,2362.72,-0.03892301704151446
2017-04-30,2384.2,0.909121690255299
2017-05-31,2411.8,1.157621004949272
2017-06-30,2423.41,0.48138319927024664
2017-07-31,2470.3,1.9348768883515444
2017-08-31,2471.65,0.05464923288669432
2017-09-30,2519.36,1.9302894827342154
2017-10-31,2575.26,2.2188174774546043
2017-11-30,2647.58,2.8082601368405458
2017-12-31,2673.61,0.9831619818853499
2018-01-31,2823.81,5.617872464570373
2018-02-28,2713.83,-3.8947379604151844
2018-03-31,2640.87,-2.6884513768364315
2018-04-30,2648.05,0.2718801001185378
2018-05-31,2705.27,2.160835331659139
2018-06-30,2718.37,0.4842400204046138
2018-07-31,2816.29,3.6021586465418753
2018-08-31,2901.52,3.0263218631604083
2018-09-30,2913.98,0.42943009181395375
2018-10-31,2711.74,-6.940335897981464
2018-11-30,2760.17,1.785938179914015
2018-12-31,2506.85,-9.177695576721733
2019-01-31,2704.1,7.868440473103688
2019-02-28,2784.49,2.972893014311606
2019-03-31,2834.4,1.792428775107835
2019-04-30,2945.83,3.9313434942139347
2019-05-31,2752.06,-6.577772648116154
2019-06-30,2941.76,6.893018320821498
2019-07-31,2980.38,1.3128195366039375
2019-08-31,2926.46,-1.809165274226776
2019-09-30,2976.74,1.7181167690656807
2019-10-31,3037.56,2.0431747482144935
2019-11-30,3140.98,3.404706409091518
2019-12-31,3230.78,2.8589803182446305
2020-01-31,3225.52,-0.1628089811129274
2020-02-29,2954.22,-8.411046900964813
2020-03-31,2584.59,-12.511932083595656
2020-04-30,2912.43,12.684410293315374
2020-05-31,3044.31,4.528177501261843
2020-06-30,3100.29,1.8388403283502663
2020-07-31,3271.12,5.51012969754443
2020-08-31,3500.31,7.006468732421922
2020-09-30,3363.0,-3.92279540954944
2020-10-31,3269.96,-2.76657746060065
2020-11-30,3621.63,10.754565805086314
2020-12-31,3756.07,3.712140665943231
2021-01-31,3714.24,-1.1136640158463607
2021-02-28,3811.15,2.6091474971999817
2021-03-31,3972.89,4.243863400810777
2021-04-30,4181.17,5.242531255584737
2021-05-31,4204.11,0.5486502581813157
2021-06-30,4297.5,2.221397632316946
2021-07-31,4395.26,2.274810936591054
2021-08-31,4522.68,2.8990321391681118
2021-09-30,4307.54,-4.756914042116634
2021-10-31,4605.38,6.9143873301234615
2021-11-30,4567.0,-0.8333731418471491
2021-12-31,4766.18,4.361287497262989
2022-01-31,4515.55,-5.258508910699977
2022-02-28,4373.94,-3.136052086678265
2022-03-31,4530.41,3.577323877328009
2022-04-30,4131.93,-8.795671914903934
2022-05-31,4132.15,0.005324388360872234
2022-06-30,3785.38,-8.391999322386646
2022-07-31,4130.29,9.11163476322059
2022-08-31,3955.0,-4.244011921681046
2022-09-30,3585.62,-9.339570164348931
2022-10-31,3871.98,7.986345457689326
2022-11-30,4080.11,5.375286029369986
2022-12-31,3839.5,-5.897144929916109
2023-01-31,4076.6,6.175283240005203
2023-02-28,3970.15,-2.6112446646715304
2023-03-31,4109.31,3.5051572358727023
2023-04-30,4169.48,1.464236088297044
2023-05-31,4179.83,0.2482323934879238
2023-06-30,4450.38,6.47275128414313
2023-07-31,4588.96,3.113891398037927
2023-08-31,4507.66,-1.771643248143373
2023-09-30,4288.05,-4.871929116215501
2023-10-31,4193.8,-2.1979687736850106
2023-11-30,4567.8,8.91792646287377
2023-12-31,4769.83,4.422916940321375
2024-01-31,4845.65,1.5895744712075555
2024-02-29,5096.27,5.172061539731532
2024-03-31,5254.35,3.1018764704381807
2024-04-30,5123.41,-2.492030412895996
